kode_puskesmas,nama,tipe_rawat,alamat,kode_bps,kecamatan,telepon,jumlah_tt,lat,lng,is_valid_coord,needs_geocoding,source_id,coverage_periode
PKM35160473,Puskesmas Mojokerto Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Mojokerto",3516,Kecamatan 6,031-8698384,17,-7.478022,112.45167,1,0,opendata_jatim,2024-OFFICIAL
PKM35160474,Puskesmas Mojokerto Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Mojokerto",3516,Kecamatan 7,031-8648913,12,-7.480049,112.459599,1,0,opendata_jatim,2024-OFFICIAL
PKM35160475,Puskesmas Mojokerto Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Mojokerto",3516,Kecamatan 8,031-8670511,26,-7.390755,112.364129,1,0,opendata_jatim,2024-OFFICIAL
PKM35160476,Puskesmas Mojokerto Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Mojokerto",3516,Kecamatan 9,031-8121322,27,-7.465528,112.511433,1,0,opendata_jatim,2024-OFFICIAL
PKM35160477,Puskesmas Mojokerto Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Mojokerto",3516,Kecamatan 10,031-8505674,30,-7.484227,112.428522,1,0,opendata_jatim,2024-OFFICIAL
PKM35160478,Puskesmas Mojokerto Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Mojokerto",3516,Kecamatan 11,031-8474440,10,-7.389734,112.393884,1,0,opendata_jatim,2024-OFFICIAL
PKM35160479,Puskesmas Mojokerto Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Mojokerto",3516,Kecamatan 12,031-8208699,30,-7.420537,112.408468,1,0,opendata_jatim,2024-OFFICIAL
PKM35160480,Puskesmas Mojokerto Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Mojokerto",3516,Kecamatan 13,031-8239890,20,-7.42326,112.47093,1,0,opendata_jatim,2024-OFFICIAL
PKM35160481,Puskesmas Mojokerto Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Mojokerto",3516,Kecamatan 14,031-8283594,30,-7.539606,112.440662,1,0,opendata_jatim,2024-OFFICIAL
PKM35160482,Puskesmas Mojokerto Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Mojokerto",3516,Kecamatan 15,031-8762423,25,-7.413839,112.462849,1,0,opendata_jatim,2024-OFFICIAL
PKM35160483,Puskesmas Mojokerto Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Mojokerto",3516,Kecamatan 16,031-8138780,24,-7.517536,112.374876,1,0,opendata_jatim,2024-OFFICIAL
PKM35160484,Puskesmas Mojokerto Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Mojokerto",3516,Kecamatan 17,031-8143941,16,-7.499749,112.360309,1,0,opendata_jatim,2024-OFFICIAL
PKM35160485,Puskesmas Mojokerto 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Mojokerto",3516,Kecamatan 18,031-8517568,0,-7.496205,112.402912,1,0,opendata_jatim,2024-OFFICIAL
PKM35160486,Puskesmas Mojokerto 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Mojokerto",3516,Kecamatan 19,031-8365618,0,-7.38844,112.440185,1,0,opendata_jatim,2024-OFFICIAL
PKM35160487,Puskesmas Mojokerto 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Mojokerto",3516,Kecamatan 20,031-8400009,0,-7.540841,112.456804,1,0,opendata_jatim,2024-OFFICIAL
PKM35160488,Puskesmas Mojokerto 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Mojokerto",3516,Kecamatan 21,031-8787584,0,-7.489584,112.478235,1,0,opendata_jatim,2024-OFFICIAL
PKM35160489,Puskesmas Mojokerto 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Mojokerto",3516,Kecamatan 22,031-8485896,0,-7.493592,112.373216,1,0,opendata_jatim,2024-OFFICIAL
PKM35160490,Puskesmas Mojokerto 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Mojokerto",3516,Kecamatan 23,031-8561097,0,-7.476788,112.417303,1,0,opendata_jatim,2024-OFFICIAL
PKM35160491,Puskesmas Mojokerto 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Mojokerto",3516,Kecamatan 24,031-8295892,0,-7.403558,112.415163,1,0,opendata_jatim,2024-OFFICIAL
PKM35160492,Puskesmas Mojokerto 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Mojokerto",3516,Kecamatan 25,031-8936020,0,-7.467307,112.432904,1,0,opendata_jatim,2024-OFFICIAL
PKM35160493,Puskesmas Mojokerto 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Mojokerto",3516,Kecamatan 26,031-8862400,0,-7.463616,112.481484,1,0,opendata_jatim,2024-OFFICIAL
PKM35160494,Puskesmas Mojokerto 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Mojokerto",3516,Kecamatan 27,031-8962287,0,-7.47878,112.422197,1,0,opendata_jatim,2024-OFFICIAL
PKM35170495,Puskesmas Jombang Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Jombang",3517,Kecamatan 1,031-8183958,13,-7.601127,112.200303,1,0,opendata_jatim,2024-OFFICIAL
PKM35170496,Puskesmas Jombang Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Jombang",3517,Kecamatan 2,031-8731894,24,-7.577533,112.200602,1,0,opendata_jatim,2024-OFFICIAL
PKM35170497,Puskesmas Jombang Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Jombang",3517,Kecamatan 3,031-8468623,24,-7.515174,112.179963,1,0,opendata_jatim,2024-OFFICIAL
PKM35170498,Puskesmas Jombang Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Jombang",3517,Kecamatan 4,031-8744718,21,-7.558459,112.26959,1,0,opendata_jatim,2024-OFFICIAL
PKM35170499,Puskesmas Jombang Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Jombang",3517,Kecamatan 5,031-8178686,11,-7.470296,112.197229,1,0,opendata_jatim,2024-OFFICIAL
PKM35170500,Puskesmas Jombang Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Jombang",3517,Kecamatan 6,031-8940010,26,-7.522611,112.218294,1,0,opendata_jatim,2024-OFFICIAL
PKM35170501,Puskesmas Jombang Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Jombang",3517,Kecamatan 7,031-8249715,10,-7.510016,112.178898,1,0,opendata_jatim,2024-OFFICIAL
PKM35170502,Puskesmas Jombang Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Jombang",3517,Kecamatan 8,031-8136489,24,-7.494213,112.261794,1,0,opendata_jatim,2024-OFFICIAL
PKM35170503,Puskesmas Jombang Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Jombang",3517,Kecamatan 9,031-8484123,30,-7.609803,112.191059,1,0,opendata_jatim,2024-OFFICIAL
PKM35170504,Puskesmas Jombang Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Jombang",3517,Kecamatan 10,031-8734487,11,-7.572056,112.305215,1,0,opendata_jatim,2024-OFFICIAL
PKM35170505,Puskesmas Jombang Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Jombang",3517,Kecamatan 11,031-8490084,21,-7.60545,112.225288,1,0,opendata_jatim,2024-OFFICIAL
PKM35170506,Puskesmas Jombang Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Jombang",3517,Kecamatan 12,031-8655178,14,-7.55897,112.165602,1,0,opendata_jatim,2024-OFFICIAL
PKM35170507,Puskesmas Jombang Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Jombang",3517,Kecamatan 13,031-8361736,18,-7.571288,112.203602,1,0,opendata_jatim,2024-OFFICIAL
PKM35170508,Puskesmas Jombang Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Jombang",3517,Kecamatan 14,031-8623285,15,-7.476317,112.157446,1,0,opendata_jatim,2024-OFFICIAL
PKM35170509,Puskesmas Jombang Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Jombang",3517,Kecamatan 15,031-8374492,13,-7.547161,112.299467,1,0,opendata_jatim,2024-OFFICIAL
PKM35170510,Puskesmas Jombang Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Jombang",3517,Kecamatan 16,031-8741599,16,-7.506006,112.265946,1,0,opendata_jatim,2024-OFFICIAL
PKM35170511,Puskesmas Jombang Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Jombang",3517,Kecamatan 17,031-8309902,25,-7.584308,112.299937,1,0,opendata_jatim,2024-OFFICIAL
PKM35170512,Puskesmas Jombang Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Jombang",3517,Kecamatan 18,031-8281043,24,-7.610378,112.289752,1,0,opendata_jatim,2024-OFFICIAL
PKM35170513,Puskesmas Jombang Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Jombang",3517,Kecamatan 19,031-8949884,12,-7.486211,112.224518,1,0,opendata_jatim,2024-OFFICIAL
PKM35170514,Puskesmas Jombang Rawat Inap 20,rawat_inap,"Jl. Raya Kesehatan No. 20, Kabupaten Jombang",3517,Kecamatan 20,031-8800280,20,-7.520891,112.288583,1,0,opendata_jatim,2024-OFFICIAL
PKM35170515,Puskesmas Jombang Rawat Inap 21,rawat_inap,"Jl. Raya Kesehatan No. 21, Kabupaten Jombang",3517,Kecamatan 21,031-8404466,27,-7.574412,112.16369,1,0,opendata_jatim,2024-OFFICIAL
PKM35170516,Puskesmas Jombang 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Jombang",3517,Kecamatan 22,031-8846385,0,-7.487387,112.289518,1,0,opendata_jatim,2024-OFFICIAL
PKM35170517,Puskesmas Jombang 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Jombang",3517,Kecamatan 23,031-8282547,0,-7.51647,112.265335,1,0,opendata_jatim,2024-OFFICIAL
PKM35170518,Puskesmas Jombang 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Jombang",3517,Kecamatan 24,031-8227257,0,-7.503009,112.234701,1,0,opendata_jatim,2024-OFFICIAL
PKM35170519,Puskesmas Jombang 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Jombang",3517,Kecamatan 25,031-8348235,0,-7.472379,112.280031,1,0,opendata_jatim,2024-OFFICIAL
PKM35170520,Puskesmas Jombang 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Jombang",3517,Kecamatan 26,031-8680933,0,-7.50354,112.157505,1,0,opendata_jatim,2024-OFFICIAL
PKM35170521,Puskesmas Jombang 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Jombang",3517,Kecamatan 27,031-8678443,0,-7.538436,112.228085,1,0,opendata_jatim,2024-OFFICIAL
PKM35170522,Puskesmas Jombang 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Jombang",3517,Kecamatan 28,031-8168941,0,-7.609237,112.294779,1,0,opendata_jatim,2024-OFFICIAL
PKM35170523,Puskesmas Jombang 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Jombang",3517,Kecamatan 29,031-8853789,0,-7.580513,112.313235,1,0,opendata_jatim,2024-OFFICIAL
PKM35170524,Puskesmas Jombang 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Jombang",3517,Kecamatan 30,031-8529322,0,-7.553414,112.219027,1,0,opendata_jatim,2024-OFFICIAL
PKM35170525,Puskesmas Jombang 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Jombang",3517,Kecamatan 31,031-8432427,0,-7.498266,112.1651,1,0,opendata_jatim,2024-OFFICIAL
PKM35170526,Puskesmas Jombang 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Jombang",3517,Kecamatan 32,031-8813145,0,-7.527226,112.225296,1,0,opendata_jatim,2024-OFFICIAL
PKM35170527,Puskesmas Jombang 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Jombang",3517,Kecamatan 33,031-8969325,0,-7.547222,112.173834,1,0,opendata_jatim,2024-OFFICIAL
PKM35170528,Puskesmas Jombang 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Jombang",3517,Kecamatan 34,031-8290802,0,-7.505158,112.255667,1,0,opendata_jatim,2024-OFFICIAL
PKM35180529,Puskesmas Nganjuk Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Nganjuk",3518,Kecamatan 1,031-8158104,26,-7.557155,111.840645,1,0,opendata_jatim,2024-OFFICIAL
PKM35180530,Puskesmas Nganjuk Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Nganjuk",3518,Kecamatan 2,031-8272655,19,-7.546977,111.902896,1,0,opendata_jatim,2024-OFFICIAL
PKM35180531,Puskesmas Nganjuk Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Nganjuk",3518,Kecamatan 3,031-8462831,17,-7.654085,111.969558,1,0,opendata_jatim,2024-OFFICIAL
PKM35180532,Puskesmas Nganjuk Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Nganjuk",3518,Kecamatan 4,031-8987025,19,-7.528403,111.903024,1,0,opendata_jatim,2024-OFFICIAL
PKM35180533,Puskesmas Nganjuk Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Nganjuk",3518,Kecamatan 5,031-8387782,27,-7.667382,111.851408,1,0,opendata_jatim,2024-OFFICIAL
PKM35180534,Puskesmas Nganjuk Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Nganjuk",3518,Kecamatan 6,031-8197966,27,-7.659973,111.868452,1,0,opendata_jatim,2024-OFFICIAL
PKM35180535,Puskesmas Nganjuk Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Nganjuk",3518,Kecamatan 7,031-8261684,28,-7.599588,111.846982,1,0,opendata_jatim,2024-OFFICIAL
PKM35180536,Puskesmas Nganjuk Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Nganjuk",3518,Kecamatan 8,031-8454019,29,-7.652608,111.919917,1,0,opendata_jatim,2024-OFFICIAL
PKM35180537,Puskesmas Nganjuk Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Nganjuk",3518,Kecamatan 9,031-8185168,10,-7.545195,111.910179,1,0,opendata_jatim,2024-OFFICIAL
PKM35180538,Puskesmas Nganjuk Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Nganjuk",3518,Kecamatan 10,031-8377511,28,-7.672726,111.922633,1,0,opendata_jatim,2024-OFFICIAL
PKM35180539,Puskesmas Nganjuk Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Nganjuk",3518,Kecamatan 11,031-8748133,23,-7.575819,111.942713,1,0,opendata_jatim,2024-OFFICIAL
PKM35180540,Puskesmas Nganjuk Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Nganjuk",3518,Kecamatan 12,031-8672079,30,-7.577761,111.899686,1,0,opendata_jatim,2024-OFFICIAL
PKM35180541,Puskesmas Nganjuk Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Nganjuk",3518,Kecamatan 13,031-8356773,25,-7.633653,111.973064,1,0,opendata_jatim,2024-OFFICIAL
PKM35180542,Puskesmas Nganjuk Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Nganjuk",3518,Kecamatan 14,031-8575575,19,-7.55125,111.929599,1,0,opendata_jatim,2024-OFFICIAL
PKM35180543,Puskesmas Nganjuk Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Nganjuk",3518,Kecamatan 15,031-8535810,24,-7.668324,111.829586,1,0,opendata_jatim,2024-OFFICIAL
PKM35180544,Puskesmas Nganjuk 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Nganjuk",3518,Kecamatan 16,031-8736129,0,-7.60252,111.852644,1,0,opendata_jatim,2024-OFFICIAL
PKM35180545,Puskesmas Nganjuk 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Nganjuk",3518,Kecamatan 17,031-8434827,0,-7.657013,111.957838,1,0,opendata_jatim,2024-OFFICIAL
PKM35180546,Puskesmas Nganjuk 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Nganjuk",3518,Kecamatan 18,031-8518084,0,-7.562528,111.957724,1,0,opendata_jatim,2024-OFFICIAL
PKM35180547,Puskesmas Nganjuk 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Nganjuk",3518,Kecamatan 19,031-8688933,0,-7.659077,111.879286,1,0,opendata_jatim,2024-OFFICIAL
PKM35180548,Puskesmas Nganjuk 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Nganjuk",3518,Kecamatan 20,031-8228473,0,-7.663011,111.858678,1,0,opendata_jatim,2024-OFFICIAL
PKM35180549,Puskesmas Nganjuk 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Nganjuk",3518,Kecamatan 21,031-8201514,0,-7.637205,111.859667,1,0,opendata_jatim,2024-OFFICIAL
PKM35180550,Puskesmas Nganjuk 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Nganjuk",3518,Kecamatan 22,031-8745270,0,-7.671903,111.971262,1,0,opendata_jatim,2024-OFFICIAL
PKM35180551,Puskesmas Nganjuk 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Nganjuk",3518,Kecamatan 23,031-8267457,0,-7.613098,111.97403,1,0,opendata_jatim,2024-OFFICIAL
PKM35180552,Puskesmas Nganjuk 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Nganjuk",3518,Kecamatan 24,031-8856157,0,-7.549844,111.9694,1,0,opendata_jatim,2024-OFFICIAL
PKM35180553,Puskesmas Nganjuk 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Nganjuk",3518,Kecamatan 25,031-8622469,0,-7.629966,111.942099,1,0,opendata_jatim,2024-OFFICIAL
PKM35180554,Puskesmas Nganjuk 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Nganjuk",3518,Kecamatan 26,031-8423528,0,-7.520645,111.89469,1,0,opendata_jatim,2024-OFFICIAL
PKM35180555,Puskesmas Nganjuk 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Nganjuk",3518,Kecamatan 27,031-8512344,0,-7.600421,111.834408,1,0,opendata_jatim,2024-OFFICIAL
PKM35190556,Puskesmas Madiun Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Madiun",3519,Kecamatan 1,031-8711680,16,-7.624729,111.59857,1,0,opendata_jatim,2024-OFFICIAL
PKM35190557,Puskesmas Madiun Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Madiun",3519,Kecamatan 2,031-8726543,25,-7.649137,111.451986,1,0,opendata_jatim,2024-OFFICIAL
PKM35190558,Puskesmas Madiun Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Madiun",3519,Kecamatan 3,031-8399628,25,-7.564426,111.548582,1,0,opendata_jatim,2024-OFFICIAL
PKM35190559,Puskesmas Madiun Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Madiun",3519,Kecamatan 4,031-8240440,23,-7.619729,111.579448,1,0,opendata_jatim,2024-OFFICIAL
PKM35190560,Puskesmas Madiun Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Madiun",3519,Kecamatan 5,031-8483713,22,-7.564407,111.560301,1,0,opendata_jatim,2024-OFFICIAL
PKM35190561,Puskesmas Madiun Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Madiun",3519,Kecamatan 6,031-8304110,27,-7.698361,111.452085,1,0,opendata_jatim,2024-OFFICIAL
PKM35190562,Puskesmas Madiun Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Madiun",3519,Kecamatan 7,031-8628750,22,-7.647596,111.490076,1,0,opendata_jatim,2024-OFFICIAL
PKM35190563,Puskesmas Madiun Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Madiun",3519,Kecamatan 8,031-8813449,29,-7.633543,111.531877,1,0,opendata_jatim,2024-OFFICIAL
PKM35190564,Puskesmas Madiun Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Madiun",3519,Kecamatan 9,031-8513037,13,-7.607833,111.464486,1,0,opendata_jatim,2024-OFFICIAL
PKM35190565,Puskesmas Madiun Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Madiun",3519,Kecamatan 10,031-8483366,27,-7.645888,111.601786,1,0,opendata_jatim,2024-OFFICIAL
PKM35190566,Puskesmas Madiun Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Madiun",3519,Kecamatan 11,031-8520884,26,-7.584806,111.475749,1,0,opendata_jatim,2024-OFFICIAL
PKM35190567,Puskesmas Madiun Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Madiun",3519,Kecamatan 12,031-8848255,14,-7.625588,111.451149,1,0,opendata_jatim,2024-OFFICIAL
PKM35190568,Puskesmas Madiun Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Madiun",3519,Kecamatan 13,031-8256175,24,-7.652313,111.519699,1,0,opendata_jatim,2024-OFFICIAL
PKM35190569,Puskesmas Madiun 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Madiun",3519,Kecamatan 14,031-8443897,0,-7.608598,111.526381,1,0,opendata_jatim,2024-OFFICIAL
PKM35190570,Puskesmas Madiun 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Madiun",3519,Kecamatan 15,031-8512042,0,-7.556581,111.494865,1,0,opendata_jatim,2024-OFFICIAL
PKM35190571,Puskesmas Madiun 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Madiun",3519,Kecamatan 16,031-8413769,0,-7.547101,111.562191,1,0,opendata_jatim,2024-OFFICIAL
PKM35190572,Puskesmas Madiun 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Madiun",3519,Kecamatan 17,031-8634473,0,-7.610604,111.52507,1,0,opendata_jatim,2024-OFFICIAL
PKM35190573,Puskesmas Madiun 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Madiun",3519,Kecamatan 18,031-8414353,0,-7.620426,111.557298,1,0,opendata_jatim,2024-OFFICIAL
PKM35190574,Puskesmas Madiun 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Madiun",3519,Kecamatan 19,031-8447329,0,-7.629617,111.446562,1,0,opendata_jatim,2024-OFFICIAL
PKM35190575,Puskesmas Madiun 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Madiun",3519,Kecamatan 20,031-8712056,0,-7.597791,111.600684,1,0,opendata_jatim,2024-OFFICIAL
PKM35190576,Puskesmas Madiun 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Madiun",3519,Kecamatan 21,031-8821466,0,-7.656372,111.587703,1,0,opendata_jatim,2024-OFFICIAL
PKM35190577,Puskesmas Madiun 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Madiun",3519,Kecamatan 22,031-8378428,0,-7.604918,111.539406,1,0,opendata_jatim,2024-OFFICIAL
PKM35190578,Puskesmas Madiun 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Madiun",3519,Kecamatan 23,031-8913864,0,-7.550869,111.569165,1,0,opendata_jatim,2024-OFFICIAL
PKM35190579,Puskesmas Madiun 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Madiun",3519,Kecamatan 24,031-8153849,0,-7.613044,111.480307,1,0,opendata_jatim,2024-OFFICIAL
PKM35190580,Puskesmas Madiun 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Madiun",3519,Kecamatan 25,031-8759580,0,-7.612236,111.471182,1,0,opendata_jatim,2024-OFFICIAL
PKM35190581,Puskesmas Madiun 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Madiun",3519,Kecamatan 26,031-8498658,0,-7.590211,111.567837,1,0,opendata_jatim,2024-OFFICIAL
PKM35200582,Puskesmas Magetan Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Magetan",3520,Kecamatan 1,031-8700383,11,-7.706356,111.362216,1,0,opendata_jatim,2024-OFFICIAL
PKM35200583,Puskesmas Magetan Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Magetan",3520,Kecamatan 2,031-8562462,10,-7.578287,111.270883,1,0,opendata_jatim,2024-OFFICIAL
PKM35200584,Puskesmas Magetan Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Magetan",3520,Kecamatan 3,031-8530311,16,-7.679809,111.277529,1,0,opendata_jatim,2024-OFFICIAL
PKM35200585,Puskesmas Magetan Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Magetan",3520,Kecamatan 4,031-8989587,25,-7.649709,111.351136,1,0,opendata_jatim,2024-OFFICIAL
PKM35200586,Puskesmas Magetan Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Magetan",3520,Kecamatan 5,031-8643878,14,-7.612266,111.263265,1,0,opendata_jatim,2024-OFFICIAL
PKM35200587,Puskesmas Magetan Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Magetan",3520,Kecamatan 6,031-8651002,25,-7.696825,111.305308,1,0,opendata_jatim,2024-OFFICIAL
PKM35200588,Puskesmas Magetan Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Magetan",3520,Kecamatan 7,031-8659024,24,-7.669708,111.40637,1,0,opendata_jatim,2024-OFFICIAL
PKM35200589,Puskesmas Magetan Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Magetan",3520,Kecamatan 8,031-8942690,30,-7.675228,111.309986,1,0,opendata_jatim,2024-OFFICIAL
PKM35200590,Puskesmas Magetan Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Magetan",3520,Kecamatan 9,031-8358494,16,-7.61907,111.350912,1,0,opendata_jatim,2024-OFFICIAL
PKM35200591,Puskesmas Magetan Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Magetan",3520,Kecamatan 10,031-8908634,19,-7.685359,111.30106,1,0,opendata_jatim,2024-OFFICIAL
